CodigoTerritorial,CodigoMesa,Mesa,NroVotantes
10402,1040200161005,5,382
10402,1040200161006,6,110
10402,1040200161007,7,619
10402,1040200161008,8,570
10402,1040200161009,9,119
10402,1040200161010,10,583
10402,1040200161011,11,324
10402,1040200161012,12,923
10402,1040200161013,13,493
10402,1040200161014,14,91
10402,1040200161015,15,261
10402,1040200161016,16,792
10402,1040200161017,17,179
10403,1040300178001,1,39
10403,1040300178002,2,854
10403,1040300178003,3,244
10403,1040300181001,1,62
10403,1040300181002,2,748
10403,1040300181003,3,708
10403,1040300181004,4,273
10403,1040300181005,5,400
10404,1040400186001,1,837
10404,1040400186002,2,989
10404,1040400186003,3,982
10404,1040400189001,1,314
10404,1040400189002,2,573
10404,1040400189003,3,636
10404,1040400189004,4,324
10404,1040400189005,5,6
10404,1040400189006,6,427
10404,1040400189007,7,557
10404,1040400189008,8,858
10404,1040400197001,1,369
10404,1040400197002,2,757
10404,1040400197003,3,522
10404,1040400197004,4,220
10404,1040400197005,5,784
10404,1040400197006,6,876
10404,1040400197007,7,681
10404,1040400197008,8,569
10404,1040400197009,9,510
10405,1040500206001,1,35
10405,1040500206002,2,661
10405,1040500206003,3,287
10405,1040500206004,4,970
10405,1040500206005,5,570
10405,1040500206006,6,138
10405,1040500206007,7,310
10405,1040500206008,8,652
10405,1040500206009,9,466
10405,1040500206010,10,28
10405,1040500206011,11,618
10405,1040500206012,12,31
10601,1060100218001,1,847
10601,1060100218002,2,365
10601,1060100218003,3,721
10601,1060100221001,1,564
10601,1060100221002,2,140
10601,1060100221003,3,253
10601,1060100221004,4,466
10601,1060100221005,5,197
10601,1060100221006,6,873
10601,1060100221007,7,364
10601,1060100221008,8,260
10601,1060100221009,9,69
10601,1060100221010,10,326
10601,1060100231001,1,413
10601,1060100231002,2,805
10601,1060100231003,3,839
10601,1060100231004,4,562
10601,1060100231005,5,103
10601,1060100231006,6,736
10601,1060100231007,7,984
10601,1060100231008,8,435
10601,1060100231009,9,700
10601,1060100231010,10,410
10601,1060100231011,11,313
10602,1060200242001,1,339
10602,1060200242002,2,942
10602,1060200242003,3,752
10602,1060200242004,4,420
10602,1060200242005,5,305
10602,1060200242006,6,636
10602,1060200242007,7,366
10602,1060200242008,8,334
10602,1060200242009,9,289
10602,1060200242010,10,93
10602,1060200242011,11,751
10602,1060200242012,12,327
10602,1060200242013,13,635
10602,1060200242014,14,754
10602,1060200242015,15,635
10602,1060200242016,16,218
10602,1060200242017,17,71
10602,1060200242018,18,481
10602,1060200242019,19,427
10602,1060200261001,1,759
10602,1060200261002,2,918
10602,1060200261003,3,184
10602,1060200261004,4,764
10602,1060200261005,5,641
10602,1060200261006,6,890
10602,1060200261007,7,487
10602,1060200261008,8,596
10602,1060200261009,9,758
10701,1070100270001,1,648
10701,1070100270002,2,909
10702,1070200272001,1,413
10702,1070200272002,2,623
10702,1070200274001,1,668
10702,1070200274002,2,435
10702,1070200274003,3,258
10702,1070200274004,4,527
10702,1070200274005,5,258
10702,1070200274006,6,242
10702,1070200274007,7,143
10702,1070200274008,8,170
10702,1070200274009,9,868
10702,1070200274010,10,539
10702,1070200274011,11,878
10702,1070200285001,1,199
10702,1070200285002,2,945
10702,1070200285003,3,770
10702,1070200285004,4,430
10702,1070200285005,5,478
10702,1070200285006,6,192
10702,1070200285007,7,7
10702,1070200285008,8,472
10702,1070200285009,9,976
10702,1070200285010,10,237
10703,1070300295001,1,186
10703,1070300295002,2,942
10703,1070300295003,3,831
10703,1070300295004,4,686
10703,1070300295005,5,105
10703,1070300300001,1,292
10703,1070300300002,2,438
10703,1070300300003,3,679
10703,1070300300004,4,674
10703,1070300300005,5,693
10703,1070300300006,6,454
10703,1070300300007,7,982
10703,1070300300008,8,64
10703,1070300300009,9,129
10703,1070300300010,10,898
10703,1070300300011,11,289
10703,1070300300012,12,720
10703,1070300300013,13,591
10703,1070300300014,14,27
10703,1070300300015,15,845
10703,1070300300016,16,497
10703,1070300300017,17,400
10703,1070300300018,18,646
10703,1070300318001,1,71
10703,1070300318002,2,993
10703,1070300318003,3,17
10703,1070300318004,4,193
10703,1070300318005,5,985
10703,1070300318006,6,531
10703,1070300318007,7,113
10703,1070300318008,8,673
10704,1070400326001,1,640
10704,1070400326002,2,370
10704,1070400326003,3,978
10704,1070400326004,4,26
10704,1070400326005,5,860
10704,1070400326006,6,626
10704,1070400326007,7,194
10704,1070400326008,8,393
10704,1070400326009,9,244
10704,1070400326010,10,411
10704,1070400326011,11,300
10704,1070400326012,12,918
10704,1070400326013,13,666
10704,1070400326014,14,739
10704,1070400326015,15,960
10704,1070400326016,16,847
10704,1070400342001,1,654
10704,1070400342002,2,612
10704,1070400342003,3,4
10704,1070400342004,4,972
10704,1070400342005,5,721
10704,1070400342006,6,922
10704,1070400342007,7,416
10901,1090100349001,1,461
10901,1090100349002,2,758
10901,1090100349003,3,522
10901,1090100349004,4,278
10901,1090100349005,5,304
10901,1090100349006,6,33
10901,1090100349007,7,903
10901,1090100349008,8,353
10901,1090100349009,9,558
10901,1090100349010,10,315
10901,1090100349011,11,573
10901,1090100349012,12,338
10901,1090100349013,13,249
10901,1090100349014,14,458
10901,1090100363001,1,406
10901,1090100363002,2,87
10902,1090200365001,1,702
10902,1090200365002,2,748
10902,1090200365003,3,805
10902,1090200365004,4,492
10902,1090200365005,5,286
10903,1090300370001,1,606
10903,1090300370002,2,223
10903,1090300370003,3,512
10903,1090300370004,4,670
10903,1090300370005,5,223
10903,1090300370006,6,87
10903,1090300370007,7,911
10903,1090300370008,8,53
10903,1090300370009,9,877
10903,1090300370010,10,227
10903,1090300370011,11,565
10903,1090300370012,12,893
10903,1090300370013,13,557
10903,1090300370014,14,605
10903,1090300384001,1,775
10903,1090300384002,2,472
10903,1090300384003,3,121
10903,1090300384004,4,779
10903,1090300384005,5,769
10903,1090300384006,6,598
10903,1090300384007,7,110
10903,1090300384008,8,506
10903,1090300384009,9,528
10903,1090300384010,10,643
10903,1090300384011,11,150
10903,1090300384012,12,374
10903,1090300396001,1,147
10903,1090300396002,2,969
10903,1090300396003,3,554
10903,1090300396004,4,242
10903,1090300396005,5,390
11001,1100100401001,1,664
11001,1100100401002,2,401
11001,1100100401003,3,160
11001,1100100401004,4,763
11001,1100100401005,5,478
11001,1100100401006,6,94
11001,1100100401007,7,227
11001,1100100401008,8,512
11001,1100100401009,9,207
11002,1100200410001,1,903
11002,1100200410002,2,53
11002,1100200410003,3,598
11002,1100200410004,4,168
11002,1100200410005,5,660
11002,1100200410006,6,539
11002,1100200410007,7,23
11002,1100200417001,1,628
11002,1100200417002,2,158
11002,1100200417003,3,741
11002,1100200417004,4,550
11002,1100200417005,5,643
11002,1100200417006,6,359
20102,2010200423001,1,251
20102,2010200423002,2,229
20102,2010200423003,3,20
20102,2010200423004,4,968
20102,2010200423005,5,868
20102,2010200423006,6,758
20102,2010200423007,7,53
20102,2010200423008,8,788
20102,2010200423009,9,123
20102,2010200423010,10,892
20102,2010200423011,11,204
20102,2010200423012,12,640
20102,2010200423013,13,69
20102,2010200423014,14,118
20102,2010200423015,15,223
20102,2010200423016,16,935
20102,2010200423017,17,789
20102,2010200423018,18,336
20102,2010200441001,1,898
20102,2010200441002,2,457
20102,2010200441003,3,734
20104,2010400444001,1,190
20104,2010400444002,2,980
20104,2010400444003,3,341
20104,2010400444004,4,812
20104,2010400444005,5,359
20104,2010400449001,1,673
20104,2010400449002,2,569
20104,2010400449003,3,755
20104,2010400449004,4,135
20104,2010400449005,5,616
20104,2010400449006,6,67
20104,2010400449007,7,803
20104,2010400449008,8,661
20104,2010400449009,9,468
20104,2010400449010,10,94
20104,2010400449011,11,168
20104,2010400449012,12,359
20104,2010400449013,13,191
20104,2010400449014,14,525
20104,2010400449015,15,19
20104,2010400449016,16,556
20104,2010400465001,1,555
20104,2010400465002,2,961
20104,2010400465003,3,323
20104,2010400465004,4,521
20104,2010400465005,5,768
20104,2010400465006,6,650
20104,2010400465007,7,833
20104,2010400465008,8,180
20104,2010400465009,9,843
20104,2010400465010,10,993
20104,2010400465011,11,960
20104,2010400465012,12,535
20104,2010400465013,13,110
20104,2010400465014,14,562
20104,2010400465015,15,916
20104,2010400465016,16,220
20104,2010400465017,17,25
20104,2010400465018,18,20
20104,2010400465019,19,723
20105,2010500484001,1,834
20105,2010500484002,2,460
20105,2010500484003,3,915
20105,2010500484004,4,795
20105,2010500484005,5,142
20105,2010500484006,6,506
20105,2010500484007,7,642
20105,2010500484008,8,315
20105,2010500484009,9,65
20201,2020100493001,1,987
20201,2020100493002,2,913
20201,2020100495001,1,226
20201,2020100495002,2,58
20202,2020200497001,1,633
20202,2020200497002,2,882
20202,2020200497003,3,79
20202,2020200497004,4,335
20202,2020200497005,5,195
20202,2020200497006,6,496
20202,2020200497007,7,137
20202,2020200497008,8,802
20202,2020200505001,1,509
20202,2020200505002,2,908
20202,2020200505003,3,72
20202,2020200505004,4,692
20203,2020300509001,1,210
20203,2020300509002,2,11
20203,2020300509003,3,970
20203,2020300509004,4,377
20203,2020300509005,5,592
20203,2020300509006,6,914
20203,2020300509007,7,776
20203,2020300509008,8,695
20203,2020300509009,9,427
20203,2020300509010,10,920
20203,2020300509011,11,35
20203,2020300509012,12,200
20203,2020300509013,13,182
20203,2020300522001,1,637
20203,2020300522002,2,67
20203,2020300522003,3,609
20203,2020300522004,4,213
20203,2020300522005,5,610
20203,2020300522006,6,202
20203,2020300522007,7,391
20203,2020300522008,8,271
20203,2020300522009,9,487
20203,2020300522010,10,791
20203,2020300522011,11,890
20204,2020400533001,1,429
20204,2020400533002,2,522
20204,2020400533003,3,44
20204,2020400533004,4,223
20204,2020400533005,5,242
20204,2020400533006,6,749
20204,2020400533007,7,442
20204,2020400533008,8,587
20204,2020400533009,9,267
20204,2020400533010,10,149
20204,2020400533011,11,771
20204,2020400533012,12,112
20204,2020400533013,13,410
20204,2020400533014,14,590
20204,2020400533015,15,330
20204,2020400533016,16,386
20204,2020400533017,17,82
20204,2020400533018,18,214
20204,2020400533019,19,221
20204,2020400533020,20,126
20206,2020600553001,1,784
20206,2020600553002,2,289
20206,2020600553003,3,884
20206,2020600556001,1,490
20206,2020600556002,2,121
20206,2020600556003,3,705
20206,2020600556004,4,153
20206,2020600556005,5,222
20206,2020600556006,6,256
20206,2020600556007,7,83
20206,2020600556008,8,725
20206,2020600556009,9,621
20206,2020600556010,10,218
20206,2020600556011,11,631
20206,2020600556012,12,138
20206,2020600556013,13,887
20206,2020600556014,14,112
20206,2020600570001,1,711
20206,2020600570002,2,597
20206,2020600570003,3,524
20206,2020600570004,4,878
20206,2020600570005,5,169
20206,2020600570006,6,728
20206,2020600570007,7,911
20206,2020600570008,8,9
20206,2020600570009,9,660
20206,2020600570010,10,245
20206,2020600570011,11,96
20206,2020600570012,12,260
20206,2020600570013,13,510
20206,2020600570014,14,415
20206,2020600570015,15,600
20206,2020600570016,16,549
20206,2020600570017,17,151
20206,2020600570018,18,655
20206,2020600570019,19,850
20206,2020600570020,20,780
20301,2030100590001,1,564
20301,2030100591001,1,180
20301,2030100591002,2,301
20301,2030100591003,3,877
20301,2030100591004,4,767
20301,2030100591005,5,330
20301,2030100591006,6,378
20301,2030100591007,7,363
20301,2030100591008,8,88
20301,2030100591009,9,159
20301,2030100591010,10,541
20301,2030100591011,11,124
20301,2030100591012,12,178
20301,2030100591013,13,566
20301,2030100591014,14,823
20301,2030100591015,15,212
20301,2030100591016,16,189
20301,2030100591017,17,460
20301,2030100591018,18,190
20302,2030200609001,1,497
20302,2030200609002,2,853
20302,2030200609003,3,730
20302,2030200609004,4,240
20302,2030200609005,5,501
20302,2030200609006,6,269
20302,2030200615001,1,878
20302,2030200615002,2,12
20302,2030200615003,3,59
20302,2030200615004,4,771
20302,2030200615005,5,643
20302,2030200615006,6,729
20302,2030200615007,7,353
20302,2030200622001,1,792
20303,2030300623001,1,398
20303,2030300623002,2,291
20303,2030300623003,3,221
20303,2030300623004,4,288
20303,2030300623005,5,624
20303,2030300623006,6,200
20303,2030300623007,7,842
20303,2030300623008,8,785
20303,2030300623009,9,252
20303,2030300623010,10,433
20303,2030300623011,11,411
20303,2030300623012,12,371
20303,2030300623013,13,783
20303,2030300623014,14,829
20303,2030300623015,15,880
20303,2030300623016,16,950
20303,2030300623017,17,182
20303,2030300623018,18,830
20303,2030300623019,19,820
20303,2030300642001,1,99
20303,2030300642002,2,515
20303,2030300642003,3,162
20303,2030300642004,4,403
20303,2030300642005,5,277
20303,2030300642006,6,42
20303,2030300642007,7,579
20303,2030300642008,8,979
20303,2030300642009,9,7
20303,2030300642010,10,126
20303,2030300642011,11,69
20303,2030300642012,12,762
20303,2030300642013,13,170
20303,2030300642014,14,502
20303,2030300656001,1,287
20303,2030300656002,2,829
20303,2030300656003,3,247
20303,2030300656004,4,795
20303,2030300656005,5,403
20305,2030500661001,1,417
20305,2030500661002,2,827
20305,2030500661003,3,880
20305,2030500664001,1,403
20305,2030500664002,2,797
20305,2030500664003,3,938
20305,2030500664004,4,867
20305,2030500664005,5,472
20305,2030500664006,6,5
20305,2030500664007,7,313
20305,2030500664008,8,291
20305,2030500664009,9,914
20305,2030500664010,10,321
20305,2030500664011,11,365
20305,2030500664012,12,473
20306,2030600676001,1,525
20306,2030600676002,2,747
20306,2030600676003,3,357
20306,2030600676004,4,275
20306,2030600676005,5,875
20306,2030600676006,6,743
20306,2030600676007,7,584
20306,2030600676008,8,90
20306,2030600676009,9,194
20306,2030600676010,10,504
20306,2030600676011,11,696
20306,2030600676012,12,547
20306,2030600676013,13,202
20306,2030600676014,14,880
20307,2030700690001,1,607
20307,2030700690002,2,352
20307,2030700690003,3,695
20307,2030700690004,4,60
20307,2030700690005,5,566
20307,2030700690006,6,608
20307,2030700690007,7,439
20307,2030700690008,8,471
20307,2030700690009,9,895
20307,2030700699001,1,223
20307,2030700699002,2,940
20307,2030700699003,3,111
20308,2030800702001,1,749
20308,2030800702002,2,280
20308,2030800702003,3,969
20308,2030800702004,4,775
20308,2030800702005,5,980
20308,2030800702006,6,929
20308,2030800702007,7,548
20308,2030800702008,8,330
20308,2030800702009,9,911
20308,2030800702010,10,276
20308,2030800702011,11,314
20308,2030800702012,12,714
20401,2040100714001,1,105
20401,2040100714002,2,421
20401,2040100714003,3,782
20401,2040100714004,4,58
20401,2040100714005,5,783
20401,2040100714006,6,778
20401,2040100714007,7,265
20401,2040100714008,8,341
20401,2040100714009,9,34
20401,2040100714010,10,534
20401,2040100714011,11,65
20401,2040100714012,12,489
20401,2040100726001,1,227
20401,2040100726002,2,526
20401,2040100726003,3,547
20401,2040100726004,4,143
20401,2040100726005,5,267
20401,2040100726006,6,963
20401,2040100726007,7,559
20401,2040100726008,8,815
20401,2040100726009,9,284
20401,2040100726010,10,20
20401,2040100726011,11,804
20401,2040100726012,12,160
20401,2040100726013,13,962
20402,2040200739001,1,475
20402,2040200739002,2,161
20402,2040200739003,3,289
20402,2040200739004,4,863
20402,2040200739005,5,172
20402,2040200739006,6,592
20402,2040200739007,7,421
20402,2040200739008,8,989
20402,2040200739009,9,833
20402,2040200739010,10,511
20403,2040300749001,1,784
20403,2040300749002,2,530
20403,2040300749003,3,193
20403,2040300749004,4,558
20403,2040300749005,5,843
20403,2040300749006,6,992
20403,2040300749007,7,606
20403,2040300749008,8,844
20403,2040300749009,9,888
20403,2040300749010,10,6
20403,2040300749011,11,913
20403,2040300749012,12,887
20403,2040300749013,13,431
20403,2040300749014,14,508
20403,2040300749015,15,863
20403,2040300749016,16,111
20403,2040300749017,17,357
20403,2040300749018,18,922
20403,2040300749019,19,987
20403,2040300749020,20,695
20403,2040300769001,1,945
20403,2040300769002,2,656
20403,2040300769003,3,995
20403,2040300769004,4,496
20403,2040300769005,5,994
20403,2040300769006,6,926
20403,2040300769007,7,280
20403,2040300769008,8,850
20403,2040300769009,9,205
20403,2040300769010,10,949
20403,2040300769011,11,812
20403,2040300769012,12,397
20403,2040300769013,13,272
20403,2040300782001,1,361
20403,2040300782002,2,281
20403,2040300782003,3,416
20403,2040300782004,4,539
20403,2040300782005,5,690
20403,2040300782006,6,452
20403,2040300782007,7,146
20403,2040300782008,8,204
20403,2040300782009,9,516
20404,2040400791001,1,801
20404,2040400791002,2,801
20404,2040400791003,3,9
20404,2040400791004,4,985
20405,2040500795001,1,545
20405,2040500795002,2,243
20405,2040500795003,3,361
20405,2040500795004,4,38
20405,2040500795005,5,870
20405,2040500795006,6,954
20405,2040500795007,7,638
20405,2040500795008,8,658
20405,2040500795009,9,875
20405,2040500795010,10,464
20405,2040500795011,11,474
20405,2040500795012,12,807
20405,2040500795013,13,761
20405,2040500795014,14,72
20405,2040500795015,15,92
20405,2040500795016,16,788
20501,2050100811001,1,334
20501,2050100811002,2,581
20501,2050100811003,3,577
20501,2050100811004,4,430
20501,2050100811005,5,162
20501,2050100811006,6,27
20501,2050100811007,7,843
20501,2050100818001,1,217
20501,2050100818002,2,645
20501,2050100818003,3,760
20501,2050100818004,4,891
20501,2050100818005,5,500
20501,2050100818006,6,305
20501,2050100818007,7,898
20501,2050100818008,8,784
20501,2050100818009,9,290
20501,2050100818010,10,330
20501,2050100818011,11,640
20501,2050100818012,12,100
20501,2050100818013,13,981
20501,2050100818014,14,555
20501,2050100818015,15,876
20501,2050100818016,16,299
20501,2050100818017,17,554
20502,2050200835001,1,440
20502,2050200835002,2,902
20502,2050200835003,3,990
20502,2050200835004,4,811
20503,2050300839001,1,765
20503,2050300839002,2,758
20503,2050300839003,3,8
20503,2050300839004,4,530
20503,2050300839005,5,665
20503,2050300844001,1,4
20503,2050300844002,2,649
20503,2050300844003,3,884
20503,2050300844004,4,782
20503,2050300844005,5,126
20503,2050300844006,6,704
20503,2050300844007,7,26
20503,2050300844008,8,966
20503,2050300844009,9,320
20503,2050300844010,10,864
20503,2050300844011,11,624
20503,2050300844012,12,150
20503,2050300844013,13,550
20503,2050300844014,14,400
20503,2050300844015,15,408
20503,2050300844016,16,767
20503,2050300844017,17,579
20601,2060100861001,1,793
20601,2060100861002,2,904
20601,2060100861003,3,862
20601,2060100861004,4,159
20601,2060100861005,5,544
20601,2060100861006,6,618
20601,2060100861007,7,313
20601,2060100861008,8,628
20601,2060100861009,9,540
20601,2060100861010,10,679
20602,2060200871001,1,186
20602,2060200871002,2,662
20602,2060200871003,3,43
20602,2060200871004,4,969
20602,2060200871005,5,830
20602,2060200871006,6,597
20602,2060200871007,7,730
20602,2060200871008,8,758
20602,2060200871009,9,201
20602,2060200871010,10,140
20602,2060200871011,11,743
20602,2060200871012,12,696
20602,2060200871013,13,662
20602,2060200871014,14,297
20602,2060200871015,15,480
20602,2060200871016,16,873
20602,2060200871017,17,665
20602,2060200888001,1,896
20602,2060200889001,1,786
20602,2060200889002,2,740
20602,2060200889003,3,853
20602,2060200889004,4,189
20602,2060200889005,5,539
20602,2060200889006,6,42
20602,2060200889007,7,449
20602,2060200889008,8,235
20602,2060200889009,9,863
20602,2060200889010,10,705
20602,2060200889011,11,138
20602,2060200900001,1,723
20602,2060200900002,2,450
20602,2060200900003,3,404
20602,2060200900004,4,605
20602,2060200900005,5,271
20602,2060200900006,6,620
20602,2060200900007,7,735
20602,2060200900008,8,978
20602,2060200900009,9,357
20603,2060300909001,1,58
20603,2060300909002,2,671
20603,2060300909003,3,491
20603,2060300909004,4,591
20603,2060300909005,5,697
20603,2060300909006,6,107
20603,2060300909007,7,130
20603,2060300909008,8,400
20603,2060300909009,9,875
20603,2060300909010,10,485
20603,2060300909011,11,641
20603,2060300909012,12,524
20603,2060300909013,13,233
20603,2060300909014,14,198
20603,2060300909015,15,602
20603,2060300909016,16,940
20603,2060300909017,17,327
20603,2060300926001,1,688
20603,2060300926002,2,51
20603,2060300926003,3,220
20603,2060300926004,4,729
20603,2060300926005,5,184
20603,2060300926006,6,154
20603,2060300926007,7,379
20603,2060300926008,8,112
20603,2060300926009,9,342
20603,2060300926010,10,240
20603,2060300926011,11,188
20603,2060300926012,12,966
20603,2060300926013,13,843
20603,2060300926014,14,624
20604,2060400940001,1,67
20604,2060400940002,2,992
20604,2060400940003,3,942
20604,2060400940004,4,762
20604,2060400940005,5,651
20604,2060400940006,6,294
20604,2060400940007,7,245
20604,2060400940008,8,996
20604,2060400948001,1,935
20605,2060500949001,1,143
20605,2060500949002,2,17
20605,2060500949003,3,635
20605,2060500949004,4,210
20605,2060500949005,5,54
20605,2060500949006,6,260
20605,2060500949007,7,653
20605,2060500949008,8,159
20605,2060500949009,9,546
20605,2060500949010,10,216
20605,2060500949011,11,200
20605,2060500949012,12,658
20605,2060500949013,13,484
20605,2060500962001,1,655
20605,2060500962002,2,951
20605,2060500962003,3,278
20605,2060500962004,4,167
20605,2060500962005,5,201
20605,2060500962006,6,450
20605,2060500962007,7,807
20605,2060500962008,8,82
20605,2060500962009,9,770
20606,2060600971001,1,790
20606,2060600971002,2,750
20606,2060600971003,3,73
20606,2060600971004,4,277
20606,2060600971005,5,173
20606,2060600971006,6,571
20607,2060700977001,1,37
20607,2060700977002,2,407
20607,2060700977003,3,113
20607,2060700977004,4,514
20607,2060700977005,5,677
20608,2060800982001,1,543
20608,2060800982002,2,956
20608,2060800982003,3,559
20608,2060800982004,4,791
20608,2060800982005,5,51
20608,2060800982006,6,950
20608,2060800982007,7,921
20608,2060800982008,8,551
20608,2060800982009,9,248
20608,2060800982010,10,422
20608,2060800982011,11,37
20608,2060800982012,12,222
20608,2060800982013,13,1
20608,2060800982014,14,255
20701,2070100996001,1,807
20701,2070100996002,2,584
20701,2070100996003,3,458
20701,2070100996004,4,675
20701,2070100996005,5,141
20701,2070100996006,6,228
20701,2070100996007,7,615
20701,2070100996008,8,749
20701,2070100996009,9,601
20701,2070100996010,10,848
20701,2070100996011,11,43
20701,2070100996012,12,51
20701,2070100996013,13,195
20701,2070101009001,1,808
20701,2070101009002,2,824
20701,2070101009003,3,395
20701,2070101009004,4,748
20701,2070101009005,5,357
20701,2070101009006,6,45
20701,2070101015001,1,468
20701,2070101015002,2,721
20701,2070101015003,3,204
20701,2070101015004,4,7
20701,2070101015005,5,610
20701,2070101020001,1,305
20701,2070101020002,2,308
20701,2070101020003,3,810
20701,2070101020004,4,945
20701,2070101020005,5,213
20701,2070101020006,6,885
20701,2070101020007,7,966
20701,2070101020008,8,291
20801,2080101028001,1,475
20801,2080101028002,2,668
20801,2080101028003,3,61
20801,2080101028004,4,11
20801,2080101028005,5,389
20801,2080101028006,6,83
20801,2080101034001,1,756
20801,2080101034002,2,821
20801,2080101034003,3,347
20802,2080201037001,1,443
20802,2080201037002,2,209
20802,2080201037003,3,115
20802,2080201037004,4,775
20802,2080201037005,5,123
20802,2080201037006,6,367
20802,2080201037007,7,747
20802,2080201037008,8,891
20802,2080201037009,9,737
20802,2080201046001,1,857
20802,2080201046002,2,619
20802,2080201046003,3,128
20802,2080201046004,4,71
20802,2080201046005,5,428
20802,2080201046006,6,396
20802,2080201046007,7,114
20802,2080201046008,8,985
20802,2080201046009,9,603
20802,2080201046010,10,297
20802,2080201046011,11,338
20802,2080201046012,12,180
20802,2080201046013,13,498
20802,2080201046014,14,204
20802,2080201046015,15,417
20802,2080201046016,16,749
20802,2080201046017,17,148
20802,2080201046018,18,456
20802,2080201046019,19,641
20802,2080201046020,20,247
20802,2080201066001,1,649
20802,2080201066002,2,525
20802,2080201066003,3,234
20802,2080201066004,4,660
20803,2080301070001,1,4
20803,2080301070002,2,532
20803,2080301070003,3,731
